Filename,Date Digitized ,QA complete,OCR complete,Bib ID,Call number,Prefix,Classification,Brief Title,Full Title,Repository
ksrl_sc_griffith_p485_0001,2015-03-10,2015-03-16,2015-04-29,7616447,Griffith P485,Griffith,P485,Se{tilde}nor-- .,Se{tilde}nor-- .,Special Collections
ksrl_sc_griffith_p486_0001,2015-03-10,2015-03-16,2015-04-29,7616448,Griffith P486,Griffith,P486,Aviso /,Aviso /$c[signed] F. Prado.,Special Collections
ksrl_sc_griffith_p489_0001,2015-03-10,2015-03-16,2015-04-29,7616454,Griffith P489,Griffith,P489,"Prospecto de la Escuela Normal de Se{tilde}noritas ""Joaquina"" para el a{tilde}no 1919 /","Prospecto de la Escuela Normal de Se{tilde}noritas ""Joaquina"" para el a{tilde}no 1919 /$c[signed] Matilde Arroyo de Barillas.",Special Collections
ksrl_sc_griffith_p490_0001||ksrl_sc_griffith_p490_0002,2015-03-10,2015-03-16,2015-04-29,7616456,Griffith P490,Griffith,P490,"Manifestaci{acute}on de sincera simpat{acute}ia hacia el doctor, don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica de Guatemala, con motivo de los ataques hechos en el p{acute}ulpito, por el obispo de Faselli se{tilde}nor Pi{tilde}nol y Batres /","Manifestaci{acute}on de sincera simpat{acute}ia hacia el doctor, don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica de Guatemala, con motivo de los ataques hechos en el p{acute}ulpito, por el obispo de Faselli se{tilde}nor Pi{tilde}nol y Batres /$c[signed] Jacinto R. Sol{acute}orzano... [et al.].",Special Collections
ksrl_sc_griffith_p491_0001,2015-03-10,2015-03-16,2015-04-29,7616458,Griffith P491,Griffith,P491,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] J. Claro Chaj{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_p492_0001,2015-03-10,2015-03-16,2015-04-29,7616460,Griffith P492,Griffith,P492,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, Dr. don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, Dr. don Manuel Estrada Cabrera /$c[signed] J. Agustin Hurtarte... [et al.].",Special Collections
ksrl_sc_griffith_p502_0001,2015-03-10,2015-03-16,2015-04-29,7616479,Griffith P502,Griffith,P502,Decreto num.{esc}p0{esc}(B 10,Decreto num.{esc}p0{esc}(B 10,Special Collections
ksrl_sc_griffith_p508_0001,2015-03-10,2015-03-16,2015-04-29,7621273,Griffith P508,Griffith,P508,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, Guatemala /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, Guatemala /$c[signed] M.V. D{acute}iaz... [et al.]",Special Collections
ksrl_sc_griffith_p509_0001,2015-03-10,2015-03-16,2015-04-29,7621274,Griffith P509,Griffith,P509,Al p{acute}ublico.,Al p{acute}ublico.,Special Collections
ksrl_sc_griffith_p510_0001,2015-03-10,2015-03-16,2015-04-29,7621275,Griffith P510,Griffith,P510,Aviso.,Aviso.,Special Collections
ksrl_sc_griffith_p512_0001,2015-03-10,2015-03-16,2015-04-29,7621277,Griffith P512,Griffith,P512,El triunfo del patriotismo /,"El triunfo del patriotismo /$c[signed] Junta Directiva del Club ""El Derecho""... [et al.]",Special Collections
ksrl_sc_griffith_p513_0001,2015-03-10,2015-04-08,2015-04-29,7621278,Griffith P513,Griffith,P513,Protestamos /,Protestamos /$c[signed] Pilar Hern{acute}andez... [et al.].,Special Collections
ksrl_sc_griffith_p516_0001,2015-03-10,2015-03-16,2015-04-29,7621281,Griffith P516,Griffith,P516,"Felicitaci{acute}on al se{tilde}nor presidente de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera con motivo de las fiestas de Minerva /","Felicitaci{acute}on al se{tilde}nor presidente de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera con motivo de las fiestas de Minerva /$c[signed] Gregorio H. Ju{acute}arez, Francisco E. Ju{acute}arez.",Special Collections
ksrl_sc_griffith_p517_0001||ksrl_sc_griffith_p517_0002,2015-03-10,2015-04-08,2015-04-29,7621282,Griffith P517,Griffith,P517,La luz electrica en Chichicastenango :,La luz electrica en Chichicastenango :$bimpresiones y recuerdos.,Special Collections
ksrl_sc_griffith_p518_0001,2015-03-10,2015-03-16,2015-04-29,7621283,Griffith P518,Griffith,P518,Un pueblo agradecido /,Un pueblo agradecido /$cLa Municipalidad.,Special Collections
ksrl_sc_griffith_p519_0001,2015-03-10,2015-03-16,2015-04-29,7621284,Griffith P519,Griffith,P519,"Concierto de marimba con acompa{tilde}namiento de viol{acute}on, que en nombre del pueblo de Quezaltenango, ofrecen Toribio Hurtado {acute}e hijos, al benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera, con motivo de haber sido declarado electo presidente de la rep{acute}ublica, para el per{acute}iodo de 1905 {acute}a 1911.","Concierto de marimba con acompa{tilde}namiento de viol{acute}on, que en nombre del pueblo de Quezaltenango, ofrecen Toribio Hurtado {acute}e hijos, al benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera, con motivo de haber sido declarado electo presidente de la rep{acute}ublica, para el per{acute}iodo de 1905 {acute}a 1911.",Special Collections
ksrl_sc_griffith_p520_0001,2015-03-10,2015-03-16,2015-04-29,7621285,Griffith P520,Griffith,P520,"Concierto de marimbas que el Club ""21 de noviembre"" y Cuerpo Militar de Momostenango, ofrecen al benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera esta noche, con motivo de haber sido declarado popularmente electo presidente de la rep{acute}ublica de Guatemala.","Concierto de marimbas que el Club ""21 de noviembre"" y Cuerpo Militar de Momostenango, ofrecen al benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera esta noche, con motivo de haber sido declarado popularmente electo presidente de la rep{acute}ublica de Guatemala.",Special Collections
ksrl_sc_griffith_p521_0001,2015-03-11,2015-03-16,2015-04-29,7648963,Griffith P521,Griffith,P521,Decreto n{acute}umero 644 /,"Decreto n{acute}umero 644 /$c[signed] Manuel Estrada C., Juan J. Argueta.",Special Collections
ksrl_sc_griffith_p523_0001,2015-03-11,2015-03-16,2015-04-29,7621289,Griffith P523,Griffith,P523,El triunfo asegurado /,El triunfo asegurado /$c[signed] Alfredo Casta{tilde}neda.,Special Collections
ksrl_sc_griffith_p524_0001,2015-03-11,2015-03-16,2015-04-29,7621286,Griffith P524,Griffith,P524,Alocuci{acute}on /,"Alocuci{acute}on /$cpronunciada por don Jos{acute}e Montealegre P. en la manifestaci{acute}on p{acute}ublica que el ""Club Estrada Cabrera"" y el pueblo de Cob{acute}an, hicieron con motivo del triunfo de su candidato.",Special Collections
ksrl_sc_griffith_p525_0001,2015-03-11,2015-03-16,2015-04-29,7621287,Griffith P525,Griffith,P525,El Partido Liberal triunfante /,El Partido Liberal triunfante /$c[signed] Francisco Gir{acute}on... [et al.].,Special Collections
ksrl_sc_griffith_p526_0001,2015-03-11,2015-03-16,2015-04-29,7621288,Griffith P526,Griffith,P526,"Alcance no. 4 {acute}a ""La juventud liberal"".","Alcance no. 4 {acute}a ""La juventud liberal"".",Special Collections
ksrl_sc_griffith_p527_0001,2015-03-11,2015-03-16,2015-04-29,7621290,Griffith P527,Griffith,P527,"Manifestaci{acute}on del Club ""Rosario de Ayarza"" en la aldea nueva /","Manifestaci{acute}on del Club ""Rosario de Ayarza"" en la aldea nueva /$c[signed] Cayetano Morales... [et al.].",Special Collections
ksrl_sc_griffith_p528_0001,2015-03-11,2015-03-16,2015-04-29,6022682,Griffith P528,Griffith,P528,"En el 21 de noviembre, al se{tilde}nor presidente /","En el 21 de noviembre, al se{tilde}nor presidente /$c[signed] Adolfo Dele{acute}on Gonz{acute}alez.",Special Collections
ksrl_sc_griffith_p529_0001,2015-03-11,2015-03-16,2015-04-29,7621291,Griffith P529,Griffith,P529,La municipalidad de Ostuncalco al benem{acute}erito de la patria licenciado Manuel Estrada Cabrera /,La municipalidad de Ostuncalco al benem{acute}erito de la patria licenciado Manuel Estrada Cabrera /$c[signed] Eusebio Maldonado... [et al.].,Special Collections
ksrl_sc_griffith_p530_0001,2015-03-11,2015-03-16,2015-04-29,6023488,Griffith P530,Griffith,P530,El 21 de noviembre!,El 21 de noviembre!$bAl excelent{acute}isimo se{tilde}nor presidente /$c[signed] Teodoro Fuentes... [et al.].,Special Collections
ksrl_sc_griffith_p531_0001,2015-03-11,2015-03-16,2015-04-29,6023489,Griffith P531,Griffith,P531,"Manifestaci{acute}on dirigida al se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria Lic. don Manuel Estrada Cabrera, con motivo de su cumplea{tilde}nos /","Manifestaci{acute}on dirigida al se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria Lic. don Manuel Estrada Cabrera, con motivo de su cumplea{tilde}nos /$c[signed] Sim{acute}on Barrios, Angel Minera G., Eduardo Minera.",Special Collections
ksrl_sc_griffith_p532_0001,2015-03-11,2015-03-16,2015-04-29,6023492,Griffith P532,Griffith,P532,"Programa de las festividades que por iniciativa del coronel don Adolfo Monterroso, jefe pol{acute}itico y comandante de armas del departamento tendr{acute}an lugar en esta cabecera con el objeto de secundar las altruistas ideas de la respetable se{tilde}nora do{tilde}na Joaquina Cabrera de Estrada...","Programa de las festividades que por iniciativa del coronel don Adolfo Monterroso, jefe pol{acute}itico y comandante de armas del departamento tendr{acute}an lugar en esta cabecera con el objeto de secundar las altruistas ideas de la respetable se{tilde}nora do{tilde}na Joaquina Cabrera de Estrada...$b/$c[signed] Roque Souza... [et al.].",Special Collections
ksrl_sc_griffith_p533_0001,2015-03-11,2015-03-16,2015-04-29,6023491,Griffith P533,Griffith,P533,Se{tilde}nor presidente constitucional de la rep{acute}ublica lic. don Manuel Estrada C. /,Se{tilde}nor presidente constitucional de la rep{acute}ublica lic. don Manuel Estrada C. /$c[signed] Tiburcio A. Molina.,Special Collections
ksrl_sc_griffith_p535_0001,2015-03-11,2015-03-16,2015-04-29,7621292,Griffith P535,Griffith,P535,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, jefe del Partido Liberal de Guatemala /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, jefe del Partido Liberal de Guatemala /$c[signed] Jos{acute}e Wer.",Special Collections
ksrl_sc_griffith_p538_0001,2015-03-11,2015-03-16,2015-04-29,7621294,Griffith P538,Griffith,P538,A los guatemaltecos!!!,A los guatemaltecos!!!,Special Collections
ksrl_sc_griffith_p540_0001,2015-03-11,2015-03-16,2015-04-29,7621295,Griffith P540,Griffith,P540,"Se{tilde}nor lic. don Manuel Estrada Cabrera, benem{acute}erito de la patria /","Se{tilde}nor lic. don Manuel Estrada Cabrera, benem{acute}erito de la patria /$c[signed] M.A. N{acute}u{tilde}nez... [et al.].",Special Collections
ksrl_sc_griffith_p541_0001,2015-03-11,2015-03-16,2015-04-29,7621296,Griffith P541,Griffith,P541,"Se{tilde}nor lic. Don Manuel Estrada C., presidente constitucional de la rep{acute}ublica. /","Se{tilde}nor lic. Don Manuel Estrada C., presidente constitucional de la rep{acute}ublica. /$c[signed] Salvador Aguilar L....[et al.].",Special Collections
ksrl_sc_griffith_p545_0001||ksrl_sc_griffith_p545_0002,2015-03-11,2015-03-27,2015-04-29,5554482,Griffith P545,Griffith,P545,"2 de abril, ante el retrato del general Barrios /","2 de abril, ante el retrato del general Barrios /$c[signed] Jos{acute}e G. Marroqu{acute}in... [et al.].",Special Collections
ksrl_sc_griffith_p546_0001,2015-03-26,2015-03-27,2015-04-29,7648967,Griffith P546,Griffith,P546,"Felicitaci{acute}on al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /","Felicitaci{acute}on al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica /$c[signed] Jos{acute}e Leon Villegas.",Special Collections
ksrl_sc_griffith_p547_0001,2015-03-26,2015-03-27,2015-04-29,7648968,Griffith P547,Griffith,P547,"Felicitaci{acute}on de la municipalidad y pueblo de Santa Rosa, dirigida a la Asamblea Nacional Legislativa /","Felicitaci{acute}on de la municipalidad y pueblo de Santa Rosa, dirigida a la Asamblea Nacional Legislativa /$c[signed] Ceferino Portillo C.... [et al.].",Special Collections
ksrl_sc_griffith_p549_0001,2015-03-26,2015-03-27,2015-04-29,5347196,Griffith P549,Griffith,P549,El Consejo Federal del Partido Liberal Federalista de la rep{acute}ublica al ej{acute}ercito y a sus correligionarios.,El Consejo Federal del Partido Liberal Federalista de la rep{acute}ublica al ej{acute}ercito y a sus correligionarios.,Special Collections
ksrl_sc_griffith_p550_0001,2015-03-26,2015-03-27,2015-04-29,7648969,Griffith P550,Griffith,P550,"El gobierno, en aplicaci{acute}on estricta de la ley, cumple con su deber.","El gobierno, en aplicaci{acute}on estricta de la ley, cumple con su deber.",Special Collections
ksrl_sc_griffith_p552_0001,2015-03-26,2015-03-27,2015-04-29,5347152,Griffith P552,Griffith,P552,Se{tilde}nor-- /,Se{tilde}nor-- /$c[signed] Rafael Vilella Guzm{acute}an.,Special Collections
ksrl_sc_griffith_p553_0001,2015-03-26,2015-03-27,2015-04-29,7648970,Griffith P553,Griffith,P553,Expont{acute}anea :,Expont{acute}anea :$bmanifestaci{acute}on /$c[signed] Ram{acute}on Sandoval... [et al].,Special Collections
ksrl_sc_griffith_p554_0001,2015-03-26,2015-03-27,2015-04-29,7648971,Griffith P554,Griffith,P554,Se{tilde}nor don-- /,"Se{tilde}nor don-- /$cClub Liberal ""Estrada Cabrera"".",Special Collections
ksrl_sc_griffith_p555_0001,2015-04-04,2015-04-06,2015-04-29,7649439,Griffith P555,Griffith,P555,A sus correligionarios /,"A sus correligionarios /$cClub Liberal ""El Izabale{tilde}no""",Special Collections
ksrl_sc_griffith_p556_0001,2015-03-26,2015-03-27,2015-04-29,7649440,Griffith P556,Griffith,P556,Manifiesto :,"Manifiesto :$bel Club Liberal ""Estrada Cabrera"" a sus correligionarios de la Alta Verapaz.",Special Collections
ksrl_sc_griffith_p557_0001,2015-03-26,2015-03-27,2015-04-29,7649441,Griffith P557,Griffith,P557,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, Guatemala /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, Guatemala /$c[signed] Adri{acute}an Pereira... [et al.].",Special Collections
ksrl_sc_griffith_p558_0001,2015-03-26,2015-03-27,2015-04-29,7649442,Griffith P558,Griffith,P558,"El Club ""La Juventud Liberal"" a los pueblos de la rep{acute}ublica.","El Club ""La Juventud Liberal"" a los pueblos de la rep{acute}ublica.",Special Collections
ksrl_sc_griffith_p559_0001,2015-03-26,2015-03-27,2015-04-29,7649443,Griffith P559,Griffith,P559,"Manifestaci{acute}on del Club Liberal ""Estrada Cabrera""","Manifestaci{acute}on del Club Liberal ""Estrada Cabrera""",Special Collections
ksrl_sc_griffith_p560_0001,2015-03-26,2015-03-27,2015-04-29,7649444,Griffith P560,Griffith,P560,Correligionarios /,"Correligionarios /$cClub Liberal ""Los Hijos del Trabajo"".",Special Collections
ksrl_sc_griffith_p561_0001,2015-03-26,2015-03-27,2015-04-29,7649445,Griffith P561,Griffith,P561,Compatriotas /,Compatriotas /$c[signed] Gregorio Villatoro... [et al.].,Special Collections
ksrl_sc_griffith_p562_0001,2015-03-26,2015-03-27,2015-04-29,7649446,Griffith P562,Griffith,P562,Sr. Licdo. don Manuel Estrada Cabrera.,Sr. Licdo. don Manuel Estrada Cabrera.,Special Collections
ksrl_sc_griffith_p563_0001,2015-03-26,2015-03-27,2015-04-29,7649447,Griffith P563,Griffith,P563,"Programa de las demostraciones de jubilo con que la municipalidad y el Club ""15 de marzo,"" de esta poblaci{acute}on solemnizar{acute}an el 15 de los corrientes.","Programa de las demostraciones de jubilo con que la municipalidad y el Club ""15 de marzo,"" de esta poblaci{acute}on solemnizar{acute}an el 15 de los corrientes.",Special Collections
ksrl_sc_griffith_p564_0001,2015-03-26,2015-03-27,2015-04-29,7649448,Griffith P564,Griffith,P564,Correspondencia de Guatemala :,Correspondencia de Guatemala :$b5 de enero de 1904.,Special Collections
ksrl_sc_griffith_p565_0001,2015-03-26,2015-03-27,2015-04-29,7649449,Griffith P565,Griffith,P565,"Al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria y jefe del Partido Liberal /","Al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria y jefe del Partido Liberal /$c[signed] Juan Pablo Hern{acute}andez ; Juan Puac ; Pascual Indalecio Matul.",Special Collections
ksrl_sc_griffith_p566_0001,2015-03-26,2015-03-27,2015-04-29,7649450,Griffith P566,Griffith,P566,"Ser{acute}a buena, {acute}o no la reelecci{acute}on? /","Ser{acute}a buena, {acute}o no la reelecci{acute}on? /$c[signed] Francisco Javier Moreno.",Special Collections
ksrl_sc_griffith_p567_0001,2015-03-26,2015-03-27,2015-04-29,7649560,Griffith P567,Griffith,P567,Guatemaltecos! /,Guatemaltecos! /$c[signed] Jos{acute}e Mar{acute}ia Contreras... [et al.].,Special Collections
ksrl_sc_griffith_p568_0001,2015-03-26,2015-03-27,2015-04-29,5349644,Griffith P568,Griffith,P568,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$cJ. Claro Chaj{acute}on... [et al.].",Special Collections
ksrl_sc_griffith_p569_0001,2015-03-26,2015-03-27,2015-04-29,7649561,Griffith P569,Griffith,P569,Cabos.,Cabos.,Special Collections
ksrl_sc_griffith_p570_0001,2015-03-26,2015-03-27,2015-04-29,7649562,Griffith P570,Griffith,P570,Compatriotas! /,Compatriotas! /$cFrancisco Ar{acute}evalo.,Special Collections
ksrl_sc_griffith_p571_0001,2015-03-26,2015-03-27,2015-04-29,7649563,Griffith P571,Griffith,P571,Se{tilde}nor-- /,"Se{tilde}nor-- /$cSecretar{acute}ia de Instrucci{acute}on P{acute}ublica, Rep{acute}ublica de Guatemala ; [signed] Luis A. Abella.",Special Collections
ksrl_sc_griffith_p572_0001,2015-04-04,2015-04-06,2015-04-29,7649564,Griffith P572,Griffith,P572,S{tilde}enor jefe pol{acute}itico-- /,"S{tilde}enor jefe pol{acute}itico-- /$cel Presidente de la rep{acute}ublica de Guatemala, Am{acute}erica Central.",Special Collections
ksrl_sc_griffith_p574_0001,2015-03-26,2015-03-27,2015-04-29,7649566,Griffith P574,Griffith,P574,Al jefe supremo del partido liberal y notable estadista ldo. don Manuel Estrada Cabrera /,"Al jefe supremo del partido liberal y notable estadista ldo. don Manuel Estrada Cabrera /$c[signed] Celso Cit{acute}an R., Miguel Quiej, Escol{acute}astico Mazariegos.",Special Collections
ksrl_sc_griffith_p575_0001,2015-03-26,2015-03-27,2015-04-29,7649567,Griffith P575,Griffith,P575,Conciudadanos /,Conciudadanos /$c[signed] Valeriano Morales.,Special Collections
ksrl_sc_griffith_p576_0001,2015-03-26,2015-03-27,2015-04-29,7649568,Griffith P576,Griffith,P576,"Al se{tilde}nor president constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado Manuel Estrada Cabrera /","Al se{tilde}nor president constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado Manuel Estrada Cabrera /$c[signed] David Camey... [et al.].",Special Collections
ksrl_sc_griffith_p577_0001,2015-03-26,2015-03-27,2015-04-29,7649569,Griffith P577,Griffith,P577,Se{tilde}nor-- :,Se{tilde}nor-- :$bdirector de la escuela de ni{tilde}n-s de--.,Special Collections
ksrl_sc_griffith_p579_0001,2015-03-26,2015-03-27,2015-04-29,7649571,Griffith P579,Griffith,P579,"Al jefe supremo de la naci{acute}on, licenciado Manuel Estrada Cabrera /","Al jefe supremo de la naci{acute}on, licenciado Manuel Estrada Cabrera /$c[signed] Modesto B. Rodas.",Special Collections
ksrl_sc_griffith_p580_0001,2015-03-26,2015-03-27,2015-04-29,7651284,Griffith P580,Griffith,P580,Ministerio de Fomento.,Ministerio de Fomento.,Special Collections
ksrl_sc_griffith_p591_0001,2015-03-27,2015-03-30,2015-04-29,7649582,Griffith P591,Griffith,P591,Considerando :,Considerando :$bque la cantidad designada en el art{acute}iculo 1.{deg} del Decreto de 30 de mayo....,Special Collections
ksrl_sc_griffith_p592_0001,2015-03-27,2015-03-30,2015-04-29,7649583,Griffith P592,Griffith,P592,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y jefe del Partido Liberal, Guatemala /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y jefe del Partido Liberal, Guatemala /$c[signed] Tom{acute}as Mart{acute}inez... [et al.]",Special Collections
ksrl_sc_griffith_p593_0001,2015-03-27,2015-03-30,2015-04-29,7649584,Griffith P593,Griffith,P593,Al p{acute}ublico /,Al p{acute}ublico /$c[signed] Juan F. Jacobo.,Special Collections
ksrl_sc_griffith_p594_0001,2015-03-27,2015-03-30,2015-04-29,7649585,Griffith P594,Griffith,P594,Se{tilde}nora :,Se{tilde}nora :$bestamos encargadas de promover y dirigir la exhibici{acute}on de flores cortadas...,Special Collections
ksrl_sc_griffith_p595_0001,2015-03-27,2015-03-30,2015-04-29,7649586,Griffith P595,Griffith,P595,"Manifestaci{acute}on por la cual El Club Liberal ""La Regeneraci{acute}on"" de San Miguel Sig{uml}uil{acute}a, felicita al esclarecido se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patrica lic. don Manuel Estrada Cabrera.... /","Manifestaci{acute}on por la cual El Club Liberal ""La Regeneraci{acute}on"" de San Miguel Sig{uml}uil{acute}a, felicita al esclarecido se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patrica lic. don Manuel Estrada Cabrera.... /$c[signed] J. Angel Minera G.",Special Collections
ksrl_sc_griffith_p597_0001,2015-03-27,2015-03-30,2015-04-29,7649588,Griffith P597,Griffith,P597,Considerando :,Considerando :$bque el gobierno recibe frecuentamente quejas de personas a quienes los p{acute}arracos y sus ajentes provocan injustos....,Special Collections
ksrl_sc_griffith_p598_0001,2015-03-27,2015-03-30,2015-04-29,7649589,Griffith P598,Griffith,P598,Aviso al p{acute}ublico /,Aviso al p{acute}ublico /$c[signed] Ch. Comelli.,Special Collections
ksrl_sc_griffith_p599_0001,2015-03-27,2015-03-30,2015-04-29,7649590,Griffith P599,Griffith,P599,"La junta directiva de la Convenci{acute}on Liberal de la rep{acute}ublica de Guatemala, considerando /","La junta directiva de la Convenci{acute}on Liberal de la rep{acute}ublica de Guatemala, considerando /$cConvenci{acute}on Liberal.",Special Collections
ksrl_sc_griffith_p600_0001,2015-04-04,2015-04-06,2015-04-29,7649591,Griffith P600,Griffith,P600,Al p{acute}ublico.,Al p{acute}ublico.,Special Collections
ksrl_sc_griffith_p601_0001,2015-03-27,2015-03-30,2015-04-29,7649592,Griffith P601,Griffith,P601,Viva Guatemala!,Viva Guatemala!,Special Collections
ksrl_sc_griffith_p602_0001,2015-03-27,2015-03-30,2015-04-29,7649593,Griffith P602,Griffith,P602,Lic. Manuel Estrada Cabrera :,Lic. Manuel Estrada Cabrera :$btriunfo completo del Partido Liberal Guatemalteco,Special Collections
ksrl_sc_griffith_p603_0001||ksrl_sc_griffith_p603_0002,2015-03-27,2015-03-30,2015-04-29,7649594,Griffith P603,Griffith,P603,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y presidente constitucional de la rep{acute}ublica /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y presidente constitucional de la rep{acute}ublica /$c[signed] Jos{acute}e Mar{acute}ia Mor{acute}an... [et al.].",Special Collections
ksrl_sc_griffith_p604_0001,2015-03-27,2015-03-30,2015-04-29,7649595,Griffith P604,Griffith,P604,Al se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria Licdo. don Manuel Estrada Cabrera /,Al se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria Licdo. don Manuel Estrada Cabrera /$c[signed] Marcos R. Calder{acute}on... [et al.].,Special Collections
ksrl_sc_griffith_p608_0001,2015-03-27,2015-03-30,2015-04-29,7649598,Griffith P608,Griffith,P608,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Baltasar Monz{acute}on P., Mariano J. Lopez, Mariano Lopez P.",Special Collections
ksrl_sc_griffith_p609_0001,2015-03-27,2015-03-30,2015-04-29,7649599,Griffith P609,Griffith,P609,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la patria licenciado don Manuel Estrada Cabrera /$c[signed] Cornelio G. Bola{tilde}nos... [et al.].",Special Collections
ksrl_sc_griffith_p614_0001,2015-03-27,2015-03-30,2015-04-29,7649604,Griffith P614,Griffith,P614,Plan de estudio del curso anual de la escuela preparatoria para la carrera policiaca /,Plan de estudio del curso anual de la escuela preparatoria para la carrera policiaca /$cInstituto Internacional de Detectives Privados en Centro Am{acute}erica.,Special Collections
ksrl_sc_griffith_p616_0001,2015-03-27,2015-03-30,2015-04-29,7649605,Griffith P616,Griffith,P616,Felicitaci{acute}on /,Felicitaci{acute}on /$c[signed] Claudio Mota... [et al].,Special Collections
ksrl_sc_griffith_p620_0001,2015-03-27,2015-03-30,2015-04-29,7649610,Griffith P620,Griffith,P620,Honorable Asamblea Legislativa :,Honorable Asamblea Legislativa :$bjustos y muy fondados son los motivos que informan la exposici{acute}on dirigida a la representaci{acute}on nacional.... /$c[signed] R. Sol{acute}orzano... [et al.].,Special Collections
ksrl_sc_griffith_p621_0001,2015-03-27,2015-03-30,2015-04-29,7649611,Griffith P621,Griffith,P621,Nuestra parroquia desolada.,Nuestra parroquia desolada.,Special Collections
ksrl_sc_griffith_p622_0001,2015-03-27,2015-03-30,2015-04-29,7649612,Griffith P622,Griffith,P622,Acta de proclamaci{acute}on /,Acta de proclamaci{acute}on /$c[signed] Jes{acute}us Sandoval S.... [et al.].,Special Collections
ksrl_sc_griffith_p659_0001||ksrl_sc_griffith_p659_0002,2015-04-03,2015-04-08,2015-04-29,7665903,Griffith P659,Griffith,P659,Protesta :,Protesta :$bse{tilde}nor presidente constitucional de la rep{acute}ublica Lcdo. don Manuel Estrada Cabrera /$c[signed] Manuel Duarte... [et al].,Special Collections
ksrl_sc_griffith_p697_0001,2015-04-03,2015-04-08,2015-04-29,7893052,Griffith P697,Griffith,P697,Al p{acute}ublico.,Al p{acute}ublico.$bHemos visto en la Gaceta de Guatemala n{acute}um 74 la carta oficial...,Special Collections
ksrl_sc_griffith_p722_0001,2015-04-03,2015-04-06,2015-04-29,7794903,Griffith P722,Griffith,P722,El presidente del estado a los guatemaltecos /,El presidente del estado a los guatemaltecos /$cM. Rivera Paz.,Special Collections
ksrl_sc_griffith_p723_0001,2015-04-03,2015-04-06,2015-04-29,7794904,Griffith P723,Griffith,P723,"Parte oficial que se acaba de recibir, y se publica de {acute}orden del gobierno para conocimiento del p{acute}ublico.","Parte oficial que se acaba de recibir, y se publica de {acute}orden del gobierno para conocimiento del p{acute}ublico.",Special Collections
ksrl_sc_griffith_p724_0001,2015-04-03,2015-04-06,2015-04-29,7794905,Griffith P724,Griffith,P724,Parte oficial.,Parte oficial.,Special Collections
