Filename,Date Digitized ,QA complete,OCR complete,Bib ID,Call number,Prefix,Classification,Brief Title,Full Title,Repository
ksrl_sc_griffith_p115_0001,2015-02-20,2015-02-27,2015-04-29,7506843,Griffith P115,Griffith,P115,"Sen{tilde}or presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Sen{tilde}or presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] alcalde 1. municipal, Bernardo Magari{tilde}no ... [et al.]",Special Collections
ksrl_sc_griffith_p116_0001,2015-02-21,2015-02-27,2015-04-29,7506844,Griffith P116,Griffith,P116,"La municipalidad de San Francisco El Alto y el Club Liberal 71 Altense tienen el honor de saludar al se{tilde}nor presidente constitucional de la rep{acute}ublica de Guatemala, licenciado don Manuel Estrada Cabrera... /","La municipalidad de San Francisco El Alto y el Club Liberal 71 Altense tienen el honor de saludar al se{tilde}nor presidente constitucional de la rep{acute}ublica de Guatemala, licenciado don Manuel Estrada Cabrera... /$c[signed] F. Pablo Hern{acute}andez, Juan Puac ... [et al.].",Special Collections
ksrl_sc_griffith_p117_0001,2015-02-21,2015-02-27,2015-04-29,7506845,Griffith P117,Griffith,P117,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Jos{acute}e F. Tejada Asturias ... [et al.].",Special Collections
ksrl_sc_griffith_p118_0001,2015-02-21,2015-02-27,2015-04-29,7506846,Griffith P118,Griffith,P118,"Al Club ""La Democracia"" /","Al Club ""La Democracia"" /$c[signed] Alberto Leiva ... [et al.].",Special Collections
ksrl_sc_griffith_p119_0001,2015-02-21,2015-02-27,2015-04-29,7506848,Griffith P119,Griffith,P119,{acute}A nuestros compatriotas /,{acute}A nuestros compatriotas /$c[signed] Felipe Casta{tilde}neda M. ... [et al.].,Special Collections
ksrl_sc_griffith_p120_0001,2015-02-21,2015-02-27,2015-04-29,7506849,Griffith P120,Griffith,P120,A las armas! /,A las armas! /$c[signed] Juan Bautista Gamboa.,Special Collections
ksrl_sc_griffith_p121_0001,2015-02-21,2015-02-27,2015-04-29,7506850,Griffith P121,Griffith,P121,La augusta representaci{acute}on nacional acaba de expedir el decreto n{acute}umero 593 convocando a los pueblos a elecciones para presidente de la rep{acute}ublica /,La augusta representaci{acute}on nacional acaba de expedir el decreto n{acute}umero 593 convocando a los pueblos a elecciones para presidente de la rep{acute}ublica /$c[signed] Manuel Cifre.,Special Collections
ksrl_sc_griffith_p122_0001,2015-02-21,2015-02-27,2015-04-29,7506851,Griffith P122,Griffith,P122,"El Club Liberal ""Por la Patria"" de San Pedro Yepocapa /","El Club Liberal ""Por la Patria"" de San Pedro Yepocapa /$c[signed] Nicol{acute}as Ram{acute}irez.",Special Collections
ksrl_sc_griffith_p124_0001,2015-02-21,2015-02-27,2015-04-29,7506853,Griffith P124,Griffith,P124,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] Emilio Archila ... [et al.].",Special Collections
ksrl_sc_griffith_p125_0001,2015-02-21,2015-02-27,2015-04-29,7506854,Griffith P125,Griffith,P125,"Manifestaci{acute}on que el cuerpo militar de este d{acute}istrito, eleva al supremo jefe de la naci{acute}on benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on que el cuerpo militar de este d{acute}istrito, eleva al supremo jefe de la naci{acute}on benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] J. Canuto de Le{acute}on ... [et al.].",Special Collections
ksrl_sc_griffith_p126_0001,2015-02-21,2015-02-27,2015-04-29,7506855,Griffith P126,Griffith,P126,Ceremonial que se obervar{acute}a en la coducci{acute}on del cad{acute}aver de la se{tilde}nora do{tilde}na Desideria Ocampo de Estrada Cabrera.,Ceremonial que se obervar{acute}a en la coducci{acute}on del cad{acute}aver de la se{tilde}nora do{tilde}na Desideria Ocampo de Estrada Cabrera.,Special Collections
ksrl_sc_griffith_p127_0001,2015-02-21,2015-02-27,2015-04-29,7506856,Griffith P127,Griffith,P127,Se{tilde}nor jefe pol{tilde}itico del departamento de-- /,Se{tilde}nor jefe pol{tilde}itico del departamento de-- /$c[signed] Joaqu{acute}in M{acute}endez.,Special Collections
ksrl_sc_griffith_p128_0001,2015-02-21,2015-02-27,2015-04-29,7506857,Griffith P128,Griffith,P128,La Comandancia Local Auxiliar y Municipalidad de San Miguel Sig{uml}uil{acute}a...,La Comandancia Local Auxiliar y Municipalidad de San Miguel Sig{uml}uil{acute}a...,Special Collections
ksrl_sc_griffith_p130_0001,2015-02-24,2015-02-27,2015-04-29,7506859,Griffith P130,Griffith,P130,En el d{acute}ia de la patria!! /,En el d{acute}ia de la patria!! /$c[signed] Juan Manuel Archila.,Special Collections
ksrl_sc_griffith_p131_0001||ksrl_sc_griffith_p131_0002,2015-02-24,2015-02-27,2015-04-29,7506860,Griffith P131,Griffith,P131,Honorable Asamblea Nacional Legislativa /,Honorable Asamblea Nacional Legislativa /$c[signed] Genaro S{acute}anchez ... [et al.].,Special Collections
ksrl_sc_griffith_p132_0001,2015-02-24,2015-02-27,2015-04-29,7506861,Griffith P132,Griffith,P132,Al se{tilde}nor licenciado don Manuel Estrada Cabrera /,Al se{tilde}nor licenciado don Manuel Estrada Cabrera /$c[signed] L. Osvaldo Rivera ... [et al.].,Special Collections
ksrl_sc_griffith_p133_0001,2015-02-24,2015-02-27,2015-04-29,7506862,Griffith P133,Griffith,P133,"Se{tilde}nor licenciado don Manuel Estrada Cabrera, jefe supremo de la naci{acute}on y del ejercito Guatemala /","Se{tilde}nor licenciado don Manuel Estrada Cabrera, jefe supremo de la naci{acute}on y del ejercito Guatemala /$c[signed] Agust{acute}in Pel{acute}aez ... [et al.].",Special Collections
ksrl_sc_griffith_p134_0001||ksrl_sc_griffith_p134_0002,2015-02-24,2015-03-02,2015-04-29,7508537,Griffith P134,Griffith,P134,"La municipalidad de la capital de la rep{acute}ublica de Guatemala, a las dem{acute}as municipalidades del pa{acute}is /","La municipalidad de la capital de la rep{acute}ublica de Guatemala, a las dem{acute}as municipalidades del pa{acute}is /$c[signed] Manuel Mar{acute}ia Gir{acute}on ... [et al.].",Special Collections
ksrl_sc_griffith_p135_0001,2015-02-24,2015-02-27,2015-04-29,7508538,Griffith P135,Griffith,P135,"Se{tilde}nor presidente constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Joaqu{acute}in Charuc ... [et al.].",Special Collections
ksrl_sc_griffith_p137_0001,2015-02-24,2015-02-27,2015-04-29,7508540,Griffith P137,Griffith,P137,"Manifestaci{acute}on del cuerpo militar de San Antonio Suchitep{acute}equez, presentada al se{tilde}nor presidente constitucional de la rep{acute}ublica, el 15 de marzo de 1917 /","Manifestaci{acute}on del cuerpo militar de San Antonio Suchitep{acute}equez, presentada al se{tilde}nor presidente constitucional de la rep{acute}ublica, el 15 de marzo de 1917 /$c[signed] Urbano P{acute}erez B. ... [et al.].",Special Collections
ksrl_sc_griffith_p138_0001,2015-02-24,2015-02-27,2015-04-29,7508541,Griffith P138,Griffith,P138,Circular.,Circular.,Special Collections
ksrl_sc_griffith_p139_0001,2015-02-24,2015-02-27,2015-04-29,7508542,Griffith P139,Griffith,P139,Secretar{acute}ia de Gobernaci{acute}on i Justicia /,Secretar{acute}ia de Gobernaci{acute}on i Justicia /$c[signed] D{acute}iaz M{acute}erida.,Special Collections
ksrl_sc_griffith_p140_0001,2015-02-24,2015-02-27,2015-04-29,7508543,Griffith P140,Griffith,P140,Secretar{acute}ia de Hacienda y Cr{acute}edito P{acute}ublico /,Secretar{acute}ia de Hacienda y Cr{acute}edito P{acute}ublico /$c[signed] S{acute}anchez.,Special Collections
ksrl_sc_griffith_p141_0001,2015-02-24,2015-02-27,2015-04-29,7508544,Griffith P141,Griffith,P141,Se{tilde}nor jeneral encargado de la presidencia de la rep{acute}ublica /,Se{tilde}nor jeneral encargado de la presidencia de la rep{acute}ublica /$c[signed] Joaquin Macal.,Special Collections
ksrl_sc_griffith_p144_0001,2015-04-10,2015-04-10,2015-04-29,7508587,Griffith P144,Griffith,P144,Nuestra exposici{acute}on nacional /,Nuestra exposici{acute}on nacional /$c[signed] J. Alejandro Archila.,Special Collections
ksrl_sc_griffith_p145_0001,2015-04-10,2015-04-10,2015-04-29,7508588,Griffith P145,Griffith,P145,Se{tilde}nor comandante de armas.,Se{tilde}nor comandante de armas.,Special Collections
ksrl_sc_griffith_p159_0001,2015-04-10,2015-04-10,2015-04-29,7508559,Griffith P159,Griffith,P159,"Mariano Ponce C., General de brigade, jefe pol{acute}itico y comandante de armas del departamento...","Mariano Ponce C., General de brigade, jefe pol{acute}itico y comandante de armas del departamento...",Special Collections
ksrl_sc_griffith_p160_0001,2015-04-10,2015-04-10,2015-04-29,7508560,Griffith P160,Griffith,P160,A los totonicapenses /,A los totonicapenses /$c[signed] Raymundo Aguilar.,Special Collections
ksrl_sc_griffith_p161_0001,2015-04-10,2015-04-10,2015-04-29,7508561,Griffith P161,Griffith,P161,Decreto n{acute}umero 9.,Decreto n{acute}umero 9.,Special Collections
ksrl_sc_griffith_p163_0001||ksrl_sc_griffith_p163_0002,2015-04-10,2015-04-10,2015-04-29,7508563,Griffith P163,Griffith,P163,El infrascrito secretario /,El infrascrito secretario /$c[signed] Rodolfo Asturias.,Special Collections
ksrl_sc_griffith_p165_0001,2015-04-10,2015-04-10,2015-04-29,7508564,Griffith P165,Griffith,P165,"Sr. presidente costitucional [sic] de la rep{acute}ublica licensiado, don Manuel Estrada Cabrera /","Sr. presidente costitucional [sic] de la rep{acute}ublica licensiado, don Manuel Estrada Cabrera /$c[signed] J. Agustin Hurtarte ... [et al.].",Special Collections
ksrl_sc_griffith_p167_0001,2015-04-10,2015-04-10,2015-04-29,7508566,Griffith P167,Griffith,P167,"Mariano Vicente D{acute}iaz, jefe pol{acute}itico y militar del departamento.","Mariano Vicente D{acute}iaz, jefe pol{acute}itico y militar del departamento.",Special Collections
ksrl_sc_griffith_p168_0001,2015-04-10,2015-04-10,2015-04-29,7508567,Griffith P168,Griffith,P168,"Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, Licdo. don Manuel Estrada Cabrera, Guatemala /","Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, Licdo. don Manuel Estrada Cabrera, Guatemala /$c[signed] Bernardo Magari{tilde}no ... [et al.].",Special Collections
ksrl_sc_griffith_p169_0001,2015-04-10,2015-04-10,2015-04-29,7508568,Griffith P169,Griffith,P169,"Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la p{acute}atria, ciudadano licenciado, Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica, benem{acute}erito de la p{acute}atria, ciudadano licenciado, Manuel Estrada Cabrera /$c[signed] Enrique Haeussler ... [et al.].",Special Collections
ksrl_sc_griffith_p170_0001||ksrl_sc_griffith_p170_0002,2015-04-10,2015-04-10,2015-04-29,7508569,Griffith P170,Griffith,P170,"Manuel Estrada Cabrera, jefe del Gran Partido Genuinamente Liberal /","Manuel Estrada Cabrera, jefe del Gran Partido Genuinamente Liberal /$c[signed] L. Linares y B. ... [et al.].",Special Collections
ksrl_sc_griffith_p171_0001,2015-04-10,2015-04-10,2015-04-29,7508570,Griffith P171,Griffith,P171,"Se{tilde}nor presidente constitucional de la rep{acute}ublica de Guatemala, licenciado don Manuel Estrada Cabrera /","Se{tilde}nor presidente constitucional de la rep{acute}ublica de Guatemala, licenciado don Manuel Estrada Cabrera /$c[signed] Exequiel Samayoa ... [et al.].",Special Collections
ksrl_sc_griffith_p172_0001,2015-04-10,2015-04-10,2015-04-29,7508571,Griffith P172,Griffith,P172,Acta :,"Acta :$bel infrascrito secretario del Club ""Redenci{acute}on Palencia"" /$c[signed] Rafael Mar{acute}ia Villela.",Special Collections
ksrl_sc_griffith_p173_0001,2015-04-10,2015-04-10,2015-04-29,7508572,Griffith P173,Griffith,P173,A presidente de la rep{acute}ublica /,A presidente de la rep{acute}ublica /$c[signed] Alfredo Asturias.,Special Collections
ksrl_sc_griffith_p174_0001,2015-04-10,2015-04-10,2015-04-29,7508573,Griffith P174,Griffith,P174,A las fuerzas expedicionarias /,A las fuerzas expedicionarias /$c[signed] Mariano Serrano M.,Special Collections
ksrl_sc_griffith_p175_0001,2015-04-10,2015-04-10,2015-04-29,7508574,Griffith P175,Griffith,P175,"Manifestaci{acute}on que el Club Liberal ""El Incansable"" y la municipalidad de cajol{acute}a hacen al se{tilde}nor presidente de la rep{acute}ublica, Benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on que el Club Liberal ""El Incansable"" y la municipalidad de cajol{acute}a hacen al se{tilde}nor presidente de la rep{acute}ublica, Benem{acute}erito de la patria, licenciado don Manuel Estrada Cabrera /$c[signed] Toribio G{acute}omez R., Gergorio de Le{acute}on B.",Special Collections
ksrl_sc_griffith_p176_0001,2015-04-10,2015-04-10,2015-04-29,7508575,Griffith P176,Griffith,P176,Acta en lo de Reyes... /,Acta en lo de Reyes... /$c[signed] Manuel L. Gir{acute}on ... [et al.].,Special Collections
ksrl_sc_griffith_p178_0001,2015-04-10,2015-04-10,2015-04-29,7508577,Griffith P178,Griffith,P178,Nosotros los representantes de la Rep{acute}ublica de Gautemala... /,Nosotros los representantes de la Rep{acute}ublica de Gautemala... /$c[signed] J. Rufino Barrios.,Special Collections
ksrl_sc_griffith_p180_0001,2015-04-10,2015-04-10,2015-04-29,7508579,Griffith P180,Griffith,P180,"Manifestaci{acute}on de la municipalidad, cuerpo militar y vecinos de San Francisco el Alto, al Sr. presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /","Manifestaci{acute}on de la municipalidad, cuerpo militar y vecinos de San Francisco el Alto, al Sr. presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera /$c[signed] J. Angel Robles.",Special Collections
ksrl_sc_griffith_p181_0001,2015-04-10,2015-04-10,2015-04-29,7508580,Griffith P181,Griffith,P181,"Manifestaci{acute}on de la Junta Patriotica ""Justo Rufino Barrios,"" al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria /","Manifestaci{acute}on de la Junta Patriotica ""Justo Rufino Barrios,"" al se{tilde}nor licenciado don Manuel Estrada Cabrera, presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria /$c[signed] Jes{acute}us Ram{acute}irez L. ... [et al.].",Special Collections
ksrl_sc_griffith_p182_0001,2015-04-10,2015-04-10,2015-04-29,6071985,Griffith P182,Griffith,P182,Al p{acute}ublico :,"Al p{acute}ublico :$bno es una cosa nueva entre los hombres la calumnia, pues la historia consigna en sus p{acute}ajinas el fatal recuerdo de la aparicion de este monstruo criminal ... /$c[signed] J. Mariano A. Urr{acute}utia.",Special Collections
ksrl_sc_griffith_p184_0001,2015-04-10,2015-04-10,2015-04-29,7508583,Griffith P184,Griffith,P184,[Con fecha 20 de Julio {acute}ultimo han dirigido {acute}a este Ministero los CC. Diputados secretarios del Congreso federal... /,[Con fecha 20 de Julio {acute}ultimo han dirigido {acute}a este Ministero los CC. Diputados secretarios del Congreso federal... /$csigned Jim{acute}enez],Special Collections
ksrl_sc_griffith_p185_0001,2015-04-10,2015-04-10,2015-04-29,7508584,Griffith P185,Griffith,P185,Manifestaci{acute}on /,Manifestaci{acute}on /$c[signed] Aparicio R. Castillo ... [et al.].,Special Collections
ksrl_sc_griffith_p186_0001,2015-04-10,2015-04-10,2015-04-29,7508585,Griffith P186,Griffith,P186,Nuestra actitud /,Nuestra actitud /$c[signed] J. Antonio Lavagnino G. ... [et al.].,Special Collections
ksrl_sc_griffith_p187_0001,2015-04-10,2015-04-10,2015-04-29,7508586,Griffith P187,Griffith,P187,"Antonio L{acute}opez Colom, gefe pol{acute}itico interino de este departamento /","Antonio L{acute}opez Colom, gefe pol{acute}itico interino de este departamento /$c[signed] Antonio L. Colom.",Special Collections
ksrl_sc_griffith_p188_0001,2015-04-10,2015-04-10,2015-04-29,6023899,Griffith P188,Griffith,P188,El Presidente a los habitantes de la Rep{acute}ublica ...,El Presidente a los habitantes de la Rep{acute}ublica ...,Special Collections
ksrl_sc_griffith_p189_0001,2015-04-10,2015-04-10,2015-04-29,7509442,Griffith P189,Griffith,P189,A sus conciudadanos... /,A sus conciudadanos... /$bJ. Rufino Barrios.,Special Collections
ksrl_sc_griffith_p190_0001,2015-04-10,2015-04-10,2015-04-29,7509443,Griffith P190,Griffith,P190,Asamblea constituyente /,Asamblea constituyente /$c[signed] Miguel Garcia Granados.,Special Collections
ksrl_sc_griffith_p191_0001,2015-04-10,2015-04-10,2015-04-29,7509444,Griffith P191,Griffith,P191,"Contestaci{acute}on de la Asamblea Nacional Constituyente, al mensaje del Sr. presidente provisorio de la rep{acute}ublica /","Contestaci{acute}on de la Asamblea Nacional Constituyente, al mensaje del Sr. presidente provisorio de la rep{acute}ublica /$c[signed] Jos{acute}e Antonio Salazar.",Special Collections
ksrl_sc_griffith_p192_0001,2015-04-10,2015-04-10,2015-04-29,7509445,Griffith P192,Griffith,P192,"El presidente de la rep{acute}ublica, a las tropas expedicionarias /","El presidente de la rep{acute}ublica, a las tropas expedicionarias /$c[signed] Vicente Cerna.",Special Collections
ksrl_sc_griffith_p193_0001,2015-04-10,2015-04-10,2015-04-29,7509446,Griffith P193,Griffith,P193,Ministerio de Fomento /,Ministerio de Fomento /$c[signed] Samayoa.,Special Collections
ksrl_sc_griffith_p194_0001,2015-04-10,2015-04-10,2015-04-29,7509447,Griffith P194,Griffith,P194,"Manifestaci{acute}on que el cuerpo militar de este distrito, eleva al supremo jefe de la naci{acute}on benemerito de la patria, licenciado don Manuel Estrada Cabrera, con motivo del XCII aniversario de nuestra emancipaci{acute}on pol{acute}itica /","Manifestaci{acute}on que el cuerpo militar de este distrito, eleva al supremo jefe de la naci{acute}on benemerito de la patria, licenciado don Manuel Estrada Cabrera, con motivo del XCII aniversario de nuestra emancipaci{acute}on pol{acute}itica /$c[signed] J. Canuto de Le{acute}on ... [et al.].",Special Collections
ksrl_sc_griffith_p208_0001,2015-02-26,2015-03-02,2015-04-29,7503243,Griffith P208,Griffith,P208,El crimen /,"El crimen /$c[signed] Francisco Javier Moreno T., Antonio Men{acute}endez M.",Special Collections
ksrl_sc_griffith_p216_0001||ksrl_sc_griffith_p216_0002,2015-02-26,2015-03-02,2015-04-29,7555064,Griffith P216,Griffith,P216,[Se{tilde}nor-- /,"[Se{tilde}nor-- /$csigned] M. Serrano M., Enrique Bocanegra R.",Special Collections
ksrl_sc_griffith_p217_0001,2015-02-26,2015-03-02,2015-04-29,7547571,Griffith P217,Griffith,P217,Prospecto /,Prospecto /$c[signed] Jos{acute}e Mercedes Fuentes.,Special Collections
ksrl_sc_griffith_p218_0001,2015-02-26,2015-03-02,2015-04-29,7547572,Griffith P218,Griffith,P218,Manifestaci{acute}on :,"Manifestaci{acute}on :$bal excelent{acute}isimo se{tilde}nor licenciado don Manuel Estrada Cabrera, con motivo de su cumplea{tilde}nos en 1915 /$c[signed] Ram{acute}on Pe{tilde}nalonzo ... [et al.].",Special Collections
ksrl_sc_griffith_p219_0001,2015-02-26,2015-03-02,2015-04-29,7547573,Griffith P219,Griffith,P219,El triunfo de nuestros ideales /,El triunfo de nuestros ideales /$c[signed] Tom{acute}as L. Cuevas... [et al.],Special Collections
ksrl_sc_griffith_p221_0001,2015-02-27,2015-03-02,2015-04-29,7547575,Griffith P221,Griffith,P221,"Reglamento para el tr{acute}ansito y uso de carros, carretas, coches de punto, carruajes particulares, auto-camiones y autom{acute}oviles /","Reglamento para el tr{acute}ansito y uso de carros, carretas, coches de punto, carruajes particulares, auto-camiones y autom{acute}oviles /$cEnrique Aris.",Special Collections
ksrl_sc_griffith_p223_0001,2015-02-27,2015-03-02,2015-04-29,7547577,Griffith P223,Griffith,P223,El candidato /,El candidato /$c[signed] Jos{acute}e Mancilla.,Special Collections
ksrl_sc_griffith_p224_0001,2015-02-27,2015-03-02,2015-04-29,7547578,Griffith P224,Griffith,P224,Manifiesto /,Manifiesto /$c[signed] Daniel A. Barrientos... [et al.].,Special Collections
ksrl_sc_griffith_p225_0001,2015-02-27,2015-03-02,2015-04-29,7547579,Griffith P225,Griffith,P225,"Manifestaci{acute}on al Sr. presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y jefe del partido liberal /","Manifestaci{acute}on al Sr. presidente constitucional de la rep{acute}ublica, licenciado don Manuel Estrada Cabrera, benem{acute}erito de la patria y jefe del partido liberal /$c[signed] Juan Chan... [et al.].",Special Collections
ksrl_sc_griffith_p226_0001,2015-02-27,2015-03-02,2015-04-29,7547580,Griffith P226,Griffith,P226,Gran debut de los notables artistas Tilda y Alak.,Gran debut de los notables artistas Tilda y Alak.,Special Collections
ksrl_sc_griffith_p227_0001,2015-02-27,2015-03-02,2015-04-29,7547581,Griffith P227,Griffith,P227,Se{tilde}nor jefe pol{acute}itico de la Alta Verapaz Cobr{acute}an /,"Se{tilde}nor jefe pol{acute}itico de la Alta Verapaz Cobr{acute}an /$cSecretar{acute}ia de Fomento de la Rep{acute}ublica de Guatemala, Am{acute}erica Central.",Special Collections
ksrl_sc_griffith_p229_0001,2015-02-27,2015-03-02,2015-04-29,7547583,Griffith P229,Griffith,P229,Conciudadanos /,Conciudadanos /$c[signed] Manuel de J. Orellana.,Special Collections
ksrl_sc_griffith_p231_0001,2015-02-27,2015-03-02,2015-04-29,7547585,Griffith P231,Griffith,P231,Candidato para el pr{acute}oximo periodo constitucional de 1905 {acute}a 1911 :,Candidato para el pr{acute}oximo periodo constitucional de 1905 {acute}a 1911 :$bbenem{acute}erito de la patria licenciado Manuel Estrada Cabrera /$c[signed] Andr{acute}es Barrios... [et al.].,Special Collections
ksrl_sc_griffith_p232_0001,2015-02-27,2015-03-02,2015-04-29,7547586,Griffith P232,Griffith,P232,Se{tilde}nor presidente del sub-comit{acute}e de la exposici{acute}on nacional del 15 de septiembre /,Se{tilde}nor presidente del sub-comit{acute}e de la exposici{acute}on nacional del 15 de septiembre /$c[signed] Ren{acute}e Gu{acute}erin.,Special Collections
ksrl_sc_griffith_p233_0001,2015-02-27,2015-03-02,2015-04-29,7547587,Griffith P233,Griffith,P233,"Club Liberal ""Bandera Nacional"" /","Club Liberal ""Bandera Nacional"" /$c[signed] J. Eligio Romero... [et al.].",Special Collections
ksrl_sc_griffith_p235_0001,2015-02-28,2015-03-02,2015-04-29,7547589,Griffith P235,Griffith,P235,[Se{tilde}nor] /,[Se{tilde}nor] /$c[signed] Francisco Amado.,Special Collections
ksrl_sc_griffith_p237_0001,2015-02-28,2015-03-02,2015-04-29,7547590,Griffith P237,Griffith,P237,Acta del 30 de junio de 1903. Pueblo Viejo /,Acta del 30 de junio de 1903. Pueblo Viejo /$c[signed] Luis Cordero V.,Special Collections
ksrl_sc_griffith_p238_0001,2015-02-28,2015-03-02,2015-04-29,7547591,Griffith P238,Griffith,P238,Al p{acute}ublico /,Al p{acute}ublico /$c[signed] J. Calvo.,Special Collections
ksrl_sc_griffith_p240_0001,2015-02-28,2015-03-02,2015-04-29,7547593,Griffith P240,Griffith,P240,Manifestaci{acute}on al jefe supremo de la naci{acute}on /,Manifestaci{acute}on al jefe supremo de la naci{acute}on /$c[signed] Miguel L{acute}opez... [et al.].,Special Collections
ksrl_sc_griffith_p241_0001,2015-02-28,2015-03-02,2015-04-29,7547594,Griffith P241,Griffith,P241,"Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada C. /","Se{tilde}nor presidente constitucional de la rep{acute}ublica y benem{acute}erito de la patria, licenciado don Manuel Estrada C. /$c[signed] Jos{acute}e Ma. Lima, Aurelio F. Recinos.",Special Collections
ksrl_sc_griffith_p242_0001,2015-02-28,2015-03-02,2015-04-29,7547595,Griffith P242,Griffith,P242,Convenio preliminar {acute}a la negociaci{acute}on de paz iniciada entre los estados de Guatemala y El Salvador /,Convenio preliminar {acute}a la negociaci{acute}on de paz iniciada entre los estados de Guatemala y El Salvador /$c[signed] J. Domingo Dieguez... [et al.].,Special Collections
ksrl_sc_griffith_p251_0001,2015-02-28,2015-03-02,2015-04-29,7547603,Griffith P251,Griffith,P251,Al p{acute}ublico.,Al p{acute}ublico.,Special Collections
ksrl_sc_griffith_p252_0001,2015-02-28,2015-03-02,2015-04-29,7547604,Griffith P252,Griffith,P252,"El presidente del estado de Guatemala, a los habitantes del de Costarrica /","El presidente del estado de Guatemala, a los habitantes del de Costarrica /$cMariano Rivera Paz.",Special Collections
ksrl_sc_griffith_p256_0001,2015-02-28,2015-03-02,2015-04-29,7547606,Griffith P256,Griffith,P256,A mis compatriotas.,A mis compatriotas.,Special Collections
ksrl_sc_griffith_p258_0001,2015-02-28,2015-03-02,2015-04-29,7555130,Griffith P258,Griffith,P258,Colegio de Santiago /,Colegio de Santiago /$cAntonio Valenzuela.,Special Collections
ksrl_sc_griffith_p260_0001,2015-02-28,2015-03-02,2015-04-29,7555067,Griffith P260,Griffith,P260,Concede pasaporte {acute}a.,Concede pasaporte {acute}a.,Special Collections
ksrl_sc_griffith_p261_0001,2015-02-28,2015-03-02,2015-04-29,7555068,Griffith P261,Griffith,P261,[En {acute}esta fecha remito {grave}a Ud. los santos oleos de catecumenos y enfermos y el sagrado crisma...],[En {acute}esta fecha remito {grave}a Ud. los santos oleos de catecumenos y enfermos y el sagrado crisma...],Special Collections
ksrl_sc_griffith_p262_0001,2015-02-28,2015-03-02,2015-04-29,7555069,Griffith P262,Griffith,P262,"Patente de la Hermandad de Nuestra Se{tilde}nora del Rosario, patrona de Amatitl{acute}an.","Patente de la Hermandad de Nuestra Se{tilde}nora del Rosario, patrona de Amatitl{acute}an.",Special Collections
ksrl_sc_griffith_p263_0001,2015-02-28,2015-03-02,2015-04-29,7555070,Griffith P263,Griffith,P263,"Aviso para conocimiento de los guarda-almacenes, resguardos, patentados para la venta de licores y dem{acute}as interesados se hace saber... .","Aviso para conocimiento de los guarda-almacenes, resguardos, patentados para la venta de licores y dem{acute}as interesados se hace saber... .",Special Collections
ksrl_sc_griffith_p264_0001,2015-02-28,2015-03-02,2015-04-29,7555071,Griffith P264,Griffith,P264,"Nos el doctor Jos{acute}e Maria Barr{acute}utia y Cr{acute}oquer, por la gracia de Dios y de la santa sede apost{acute}olica obispo de Camaco, in partibus infidelium, auxiliar del Ilmo. Sr. arzobispo Dr. D. Francisco de Paula Garcia Pelaez, y dean de esta santa iglesia metropolitana de Santiago de Gautemala.","Nos el doctor Jos{acute}e Maria Barr{acute}utia y Cr{acute}oquer, por la gracia de Dios y de la santa sede apost{acute}olica obispo de Camaco, in partibus infidelium, auxiliar del Ilmo. Sr. arzobispo Dr. D. Francisco de Paula Garcia Pelaez, y dean de esta santa iglesia metropolitana de Santiago de Gautemala.",Special Collections
ksrl_sc_griffith_p265_0001,2015-02-28,2015-03-02,2015-04-29,7555072,Griffith P265,Griffith,P265,Se{tilde}nor presidente constitucional de la rep{acute}ublica Licdo. don Manuel Estrada Cabrera /,Se{tilde}nor presidente constitucional de la rep{acute}ublica Licdo. don Manuel Estrada Cabrera /$c[signed] Agustin R{acute}eyes... [et al.].,Special Collections
